date,apple_sentiment,source
2019-03-11,0.9881494613698157,Ars Technica
2019-03-12,0.9999799844965173,Forbes
2019-03-11,0.9996552397073666,MarketWatch
2019-03-08,0.9999939673041258,CNBC
2019-03-12,0.9998337798226699,PCMag
2019-03-11,0.9944983020956394,VVdailypress.com
2019-03-11,0.9999457298626673,Patently Apple
2019-03-07,0.9998908378174014,NDTV
2019-03-07,0.9997007804595146,East Greenwich News
2019-03-11,0.9985857410022225,Slate
2019-03-12,0.9995919717227993,AppleInsider
2019-03-11,-0.9999713808899102,9to5Mac
2019-03-12,0.9995582939543352,AppleInsider
2019-03-07,0.0011992476003902881,9to5Mac
2019-03-11,0.17549887080269233,AppleInsider
2019-03-12,0.9999681098804276,The Indian Express
2019-03-08,0.9999256482022315,News-Press
2019-03-11,0.9802240928980664,AppleInsider
2019-03-11,0.9999866169278167,Macworld
2019-03-12,0.999989546033858,9to5Mac
2019-03-11,0.9999394699322766,TechSpot
2019-03-11,0.9589524988928072,Good Morning America
2019-03-08,0.9997148260779762,News-Press
2019-03-08,0.999393225274725,MacDailyNews
2019-03-11,0.994325351728244,Agassiz Harrison Observer
2019-03-07,0.999976659857,Esquire UK
2019-03-07,0.9995509165850017,9to5Mac
2019-03-11,0.9999756755204647,Cult of Mac
2019-03-08,-0.0007872120924966317,9to5Mac
2019-03-07,0.9999823779756882,MacDailyNews
2019-03-11,0.9986712861577335,9to5Mac
2019-03-08,0.9999948027103348,NDTV
2019-03-07,0.9999060682954263,Parksville-Qualicum Beach News
2019-03-11,0.999834221877346,AL.com
2019-03-12,0.9998257210425241,Pedestrian.TV
2019-03-11,0.9375071564952873,Global News
2019-03-10,0.9999035074425293,The Financial Express
2019-03-11,0.9845030699830788,Jersey Evening Post
2019-03-07,0.9999449071887366,The Quint
2019-03-07,0.9998420736993301,Guernsey Press
2019-03-07,0.9999677582615164,TimesLIVE
2019-03-09,0.9999783418228559,Cord Cutters News
2019-03-14,0.9999995026794558,Apple Newsroom
2019-03-12,0.9995919717227993,AppleInsider
2019-03-12,0.9999799844965173,Forbes
2019-03-12,0.9998337798226699,PCMag
2019-03-14,0.9999842551369816,Patently Apple
2019-03-15,-0.9999916879589932,STAT
2019-03-16,0.9799829961279678,Apple Newsroom
2019-03-13,0.9999975536727371,9to5Mac
2019-03-12,0.9999681098804276,The Indian Express
2019-03-13,-0.9349472571500667,Cleary Antitrust Watch
2019-03-12,0.9995582939543352,AppleInsider
2019-03-13,0.8757868351686381,Patently Apple
2019-03-17,0.999991185484536,The Indian Express
2019-03-16,0.15867663617743988,PCMag
2019-03-12,0.999989546033858,9to5Mac
2019-03-13,0.07827122109920204,AppleInsider
2019-03-14,0.8452128603369398,Patently Apple
2019-03-14,8.461560061030742e-15,AppleInsider
2019-03-17,3.699948367131043e-13,TechSpot
2019-03-14,0.9931634569631186,9to5Mac
2019-03-13,0.9994942620950468,9to5Mac
2019-03-12,0.9998257210425241,Pedestrian.TV
2019-03-17,0.9996686950164443,GSMArena.com
2019-03-13,0.5646433997256175,iPhone in Canada
2019-03-15,-0.9998441208408834,news.com.au
2019-03-14,0.9999697928358675,Irish Tech News
2019-03-15,0.9916945441899634,Gadgets 360
2019-03-14,0.9999654232271176,PhoneRadar
2019-03-19,0.999996420636978,Apple Newsroom
2019-03-22,0.999404874467921,WIRED
2019-03-19,0.0,Apple Newsroom
2019-03-20,0.9999440199986951,AppleInsider
2019-03-20,0.9999261445180668,The Verge
2019-03-18,-0.0,Business Wire
2019-03-22,0.9980884201773959,Bloomberg
2019-03-20,0.04778710531089621,Observatory of Educational Innovation
2019-03-22,-0.6700516000370137,Patently Apple
2019-03-20,0.16008547938574205,CNET
2019-03-22,0.9996675818686236,Pollstar
2019-03-19,0.9998417638642012,TechCrunch
2019-03-18,3.5549847727178726e-07,Patently Apple
2019-03-20,2.7554866591100124e-11,Apple Newsroom
2019-03-20,2.7554866591100124e-11,Apple Newsroom
2019-03-20,-0.0340590078975019,Patently Apple
2019-03-19,0.030046807304245107,AppleInsider
2019-03-19,0.9309738443002127,WREX.com
2019-03-21,0.9999983899067997,9to5Mac
2019-03-19,0.9999787283110159,NME
2019-03-20,0.06652164883769554,TechCrunch
2019-03-22,0.12724801593916776,9to5Mac
2019-03-17,0.999991185484536,The Indian Express
2019-03-20,0.9999617807255411,Variety
2019-03-18,-0.9913826955627539,Letem světem Applem
2019-03-21,0.997907168874774,9to5Mac
2019-03-19,0.9999912413565408,Cult of Mac
2019-03-20,0.999911773135188,PCMag
2019-03-22,0.9999990353086158,Cult of Mac
2019-03-21,0.9999794475780285,ABC15 Arizona in Phoenix
2019-03-17,3.699948367131043e-13,TechSpot
2019-03-19,0.0165086312468401,Cult of Mac
2019-03-21,0.9986630785839109,PhoneArena
2019-03-19,0.9994146400420298,Notebookcheck.net
2019-03-22,0.9999884545574614,Cult of Mac
2019-03-21,0.9999959822237915,9to5Mac
2019-03-18,0.8431147444292701,9to5Mac
2019-03-19,0.9993979966323772,GSMArena.com
2019-03-20,0.999768559149875,9to5Mac
2019-03-20,0.9956795101595839,The Indian Express
2019-03-21,0.43140263194438316,indy100
2019-03-17,0.9996686950164443,GSMArena.com
2019-03-19,0.9851802490081085,ChannelNews
2019-03-20,0.9816840994511975,ChannelNews
2019-03-21,0.9996548417132974,Gizbot
2019-03-21,0.9998860540664886,Guernsey Press
2019-03-25,0.999949249993126,Apple Newsroom
2019-03-25,0.9677143240831065,Vox.com
2019-03-22,0.999404874467921,WIRED
2019-03-25,0.7292310847484176,Apple Newsroom
2019-03-25,0.9999649698807386,MacRumors
2019-03-25,0.998958470208152,MacStories
2019-03-25,0.9996163343592609,Salt Lake Tribune
2019-03-25,0.9919172898041264,PCMag
2019-03-24,2.4414063126027853e-07,Forbes
2019-03-25,1.6548416107598398e-06,USA TODAY
2019-03-22,0.9980884201773959,Bloomberg
2019-03-25,0.9754723887957576,BGR
2019-03-25,0.9968495412315407,Apple Newsroom
2019-03-25,0.9998624921319355,MacRumors
