date,bitcoin_sentiment,source
2019-02-06,0.9999930939198494,WBIR.com
2019-02-06,0.9999494421789145,South China Morning Post
2019-02-05,0.9878561223371028,The Independent
2019-02-05,0.9962617758222901,CoinDesk
2019-02-06,0.8619071715783844,The Hacker News
2019-02-05,0.9978699421399013,SmartCompany
2019-02-05,-0.44891717937261494,WIRED
2019-02-06,0.9999951680493936,Bitcoin Magazine
2019-02-06,0.9999902110084625,Forbes
2019-02-06,0.9945443769107816,WIRED
2019-02-05,0.998498855035565,Business Wire
2019-02-05,0.9999427529961034,The Mercury News
2019-02-05,-0.9944047328770067,CNN
2019-02-06,0.9999672997500476,Yahoo Finance UK
2019-02-06,0.9991584200451744,The Times of Israel
2019-02-05,0.9999339162108754,The New York Times
2019-02-06,-0.909263008418671,Walter Bradley Center for Natural and Artificial Intelligence
2019-02-06,-0.5110177172883569,Financial Planning
2019-02-05,0.9850542392193444,South China Morning Post
